compound_name,Canonical Smile,Predicted pIC50,standard_value,Bioactivity
"17-(1,2-Dihydroxyethyl)-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthrene-3,11,17-triol",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
"4,5-Dihydromedroxyprogesterone acetate",CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1CC(=O)CC4)C,4.393712,40391.31162651449,inactive
Tetrahydrocortisol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O,4.332946,46457.32250790681,inactive
Desoxycortone,CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,4.395817,40196.03327050376,inactive
Tetrahydrodeoxycorticosterone,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CO)C)O,4.444386,35942.97283031191,inactive
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",CC(=O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C,4.7782574,16662.594673590644,inactive
Pregnanediol-3-glucuronide,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C)O,4.4748406,33508.83731279379,inactive
Allopregnan-20alpha-ol-3-one,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O,4.2427387,57182.25478242772,inactive
"[2-[(5S,8S,9S,10S,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,4,5,6,7,8,9,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C)O,3.9741013,106144.7931364248,inactive
"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate",CC(=O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C,4.916473,12120.682865168585,inactive
"17alpha-Ethyl-5beta-estrane-3alpha,17beta-diol",CCC1(CCC2C1(CCC3C2CCC4C3CCC(C4)O)C)O,4.053185,88473.86784205704,inactive
"5alpha-Pregnan-3alpha,17,20beta-triol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
N-methypachysamine A,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C)C)C)N(C)C,4.4578996,34841.78765011439,inactive
20-(Acetyloxy)-6-oxopregnan-3-yl acetate,CC(C1CCC2C1(CCC3C2CC(=O)C4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,5.1404815,7236.332734534451,intermediate
"11,17-Dihydroxy-3,20-dioxopregnan-21-yl acetate",CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)O)C)O,3.9741013,106144.7931364248,inactive
Hydrallostane 21-tert-butylacetate,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CC(C)(C)C)O)C)O,3.5803854,262793.4602924648,inactive
"3beta,20-Dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CBr)O)C)O,4.5434213,28614.01045741226,inactive
"(18,20-Dihydroxypregnane-3,16-diyl)bis(trimethylammonium) diiodide diacetate",CC(C1C(CC2C1(CCC3C2CCC4C3(CCC(C4)[N+](C)(C)C)C)COC(=O)C)[N+](C)(C)C)OC(=O)C.[I-].[I-],4.139985,72446.08406253008,inactive
"Allopregnane-3beta,20alpha-diol diacetate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"Allopregnane-3beta,11beta,21-triol-20-one",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O)O,4.506887,31125.263798002205,inactive
Triolone,CC(=O)C1(CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C)O,4.203663,62565.81809799757,inactive
"11,20-Dioxo-5-beta-pregnan-3-alpha-yl acetate",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C,5.1800804,6605.711255587195,intermediate
Lycopersiconolide,CC12CCC(CC1CCC3C2CCC4(C3CC5C4C(C(=O)O5)(C)O)C)O,3.776124,167446.4711560585,inactive
"5alpha-Pregnan-17,21-diol-3,20-dione",CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,3.746721,179175.6426038927,inactive
Dihydrosarcostin,CC(C1(CCC2(C1(C(CC3C2(CCC4C3(CCC(C4)O)C)O)O)C)O)O)O,4.5779104,26429.53831538944,inactive
Brexanolone metabolite M139,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C,4.9345503,11626.519240766822,inactive
Niosh/TU4157500,CC1CC2C3CC(C4(CC(=O)CCC4(C3CCC2(C1C(=O)C)C)C)O)C,4.4133515,38605.436228721606,inactive
"(5R,6S,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-17-(2-methyl-1,3-dioxolan-2-yl)-6-(trideuteriomethyl)spiro[1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-3,2'-1,3-dioxolane]-5,17-diol",CC1CC2C(CCC3(C2CCC3(C4(OCCO4)C)O)C)C5(C1(CC6(CC5)OCCO6)O)C,4.206742,62123.82535928736,inactive
"3,20-Pregnanedione dioxime",CC(=NO)C1CCC2C1(CCC3C2CCC4C3(CCC(=NO)C4)C)C,4.893075,12791.604133700996,inactive
"Allopregnane-3beta,20alpha-diol dibenzoate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C5=CC=CC=C5)C)C)OC(=O)C6=CC=CC=C6,6.1655335,683.0719590384048,active
Allo-beta-cortol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
"Cortol, (pentakis-TMS)-",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C,4.6490445,22436.519453288885,inactive
"17-Spironolactone-androstan-1,3,5,14,19-pentol",CC12CCC3C(C1(CCC24CCC(=O)O4)O)CCC5(C3(C(CC(C5)O)O)CO)O,3.804871,156721.62197361485,inactive
18-Hydroxy-11-dehydrotetrahydrocorticosterone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)CO)O,4.613358,24358.019803089413,inactive
"5-beta-Pregnan-17,21-diol-3,20-dione",CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,3.746721,179175.6426038927,inactive
"[(3S,5S,8S,9S,10S,13S,14S,16S,17R)-17-acetyl-16-bromo-17-hydroxy-10,13-dimethyl-11-oxo-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",CC(=O)C1(C(CC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C)Br)O,4.7717175,16915.406994612393,inactive
"19-Norpregnane-3,20-dione, (5alpha)-",CC(=O)C1CCC2C1(CCC3C2CCC4C3CCC(=O)C4)C,4.2545137,55652.70261538394,inactive
"[(3R,5S,8R,9S,10S,13S,14S,17S)-17-[(1R)-1,2-dihydroxyethyl]-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(CO)O)C)OS(=O)(=O)O,4.620318,23970.774371057767,inactive
"Pregnan-20-one, 3,7,12-tris(acetyloxy)-, (3alpha,5beta,7alpha,12alpha)-",CC(=O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)OC(=O)C)C,4.8844223,13049.014020435792,inactive
"Allotetrahydrocortisone 3alpha,21-diacetate",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O,4.899668,12598.875470000285,inactive
Condurangamine A,CC(C1CCC2(C1(C(C(C3C2CCC4C3(CCC(C4)O)C)OC(=O)C5=CN=CC=C5)OC(=O)C)C)O)O,6.2208376,601.3985919030586,active
Dregeoside B,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3CC(C5(C4(CCC5(C(C)O)O)O)C)OC(=O)CC(C)C)O)C)OC)OC6CC(C(C(O6)C)OC7C(C(C(C(O7)C)OC8C(C(C(C(O8)CO)O)O)O)OC)O)OC,6.9380116,115.34223266226022,active
3-alpha-Aminopregnane acetate,CCC1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C.CC(=O)O,4.5100737,30897.71324005154,inactive
"17-Hydroxy-3,11,20-trioxopregnan-21-yl acetate",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C)O,3.9741013,106144.7931364248,inactive
"17-Acetyl-10,13-dimethyl-tetradecahydro-cyclopenta(A)phenanthrene-3,11-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C,4.2545137,55652.70261538394,inactive
Drocinonide phosphate,CC1(OC2CC3C4CCC5CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)COP(=O)(O)O)C)O)F)C)C,3.568699,269961.05516187253,inactive
5beta-Dihydrocorticosterone,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,4.215117,60937.27399220762,inactive
"Allopregnane-3beta,20beta-diol dibenzoate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C5=CC=CC=C5)C)C)OC(=O)C6=CC=CC=C6,6.1655335,683.0719590384048,active
Condurangamine B,CC(C1CCC2(C1(C(C(C3C2CCC4C3(CCC(C4)O)C)O)O)C)O)OC(=O)C5=CN=CC=C5,4.980069,10469.618083603837,inactive
"Allopregnane-3beta,20beta-diol diacetate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"(5s,8r,9r,10s,13s,14s,17r)-13-Methyltetradecahydro-3'h-spiro[cyclopenta[a]phenanthrene-17,2'-furan]-3,5'(2h,4'h)-dione",CC12CCC3C(C1CCC24CCC(=O)O4)CCC5C3CCC(=O)C5,3.4918144,322244.58268252364,inactive
5alpha-Dihydroaldosterone,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,4.2664423,54144.91809722185,inactive
"22,26-Azasterol",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(C)(C5CCCCN5)O)C)O,3.8161967,152687.4422056756,inactive
6beta-Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,5.683195,2073.981536860033,intermediate
"(5R,6R,8S,9S,10R,13S,14S,17R)-5-bromo-6-chloro-10,13-dimethylspiro[1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-17,5'-oxolane]-2',3-dione",CC12CCC3C(C1CCC24CCC(=O)O4)CC(C5(C3(CCC(=O)C5)C)Br)Cl,3.8689501,135222.7834989381,inactive
"11,20-Dioxopregnan-3-yl acetate",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C,5.1800804,6605.711255587195,intermediate
"11-Hydroxypregnane-3,20-dione",CC(=O)C1CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)O)C,4.3170147,48193.14913525367,inactive
"17alpha-Ethyl-5alpha-estrane-3alpha,17beta-diol",CCC1(CCC2C1(CCC3C2CCC4C3CCC(C4)O)C)O,4.053185,88473.86784205704,inactive
"(3-alpha,5-alpha,20S)-3-Aminopregnane-17,20-diol hydrochloride",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C)O)O.Cl,4.3891764,40815.35998743012,inactive
"(5alpha)-17-Hydroxypregnane-3,20-dione",CC(=O)C1(CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O,3.6799188,208968.69663761024,inactive
"(5S,8R,9S,10S,13S,14S,17S)-10,13-Dimethyl-17-(2-methyl-1,3-dioxolan-2-yl)-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C5(OCCO5)C)C,3.9576979,110230.58992592352,inactive
"5beta-Pregnan-3alpha,11beta,20beta-triol",CC(C1CCC2C1(CC(C3C2CCC4C3(CCC(C4)O)C)O)C)O,4.5779104,26429.53831538944,inactive
Propiram,CCC(=O)N(C1=CC=CC=N1)C(C)CN2CCCCC2,4.702452,19840.28092735279,inactive
Pregnanolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
Degranol,C(CCl)NCC(C(C(C(CNCCCl)O)O)O)O.Cl.Cl,4.52388,29930.91510466407,inactive
Tetrahydrodeoxycortisol,CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C)O,4.0936365,80605.27931513985,inactive
Funtumine,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C,4.6014295,25036.322521845734,inactive
Allotetrahydrocorticosterone,CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O)O,4.506887,31125.263798002205,inactive
Drevogenin I,CC(CC(=O)O)CC1(CC2C3(CCC(CC3CCC2(C4(C1(C(CC4)(C(C)(CC(C)CC(=O)O)O)O)C)O)O)O)C)O,4.79792,15925.012171869308,inactive
Marsdekoiside C,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(C)OC(=O)C)O)O)C)OC(=O)C)O)C)C)C)O)OC)O,5.8244433,1498.154695215768,intermediate
Pachysamine A,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)NC)C)C)N(C)C,4.4684343,34006.79208702201,inactive
Beta-Cortolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O,4.599513,25147.0442562381,inactive
5beta-Pregnan-3alpha-ol-20-one,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
"2-(3-acetyloxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)propanoic acid",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)C(=O)O,4.9245315,11897.851393285746,inactive
"4,5alpha-Dihydrocortisone",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,3.98603,103268.98255858196,inactive
1-(Methylthio)propyl propyl disulfide,CCCSSC(CC)SC,4.195204,63796.40682879366,inactive
"5beta-Pregnan-3alpha,17alpha,20alpha,21-tetraol, tetrakis(trimethylsilyl) ether",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,4.4603105,34648.907121383105,inactive
N-Chloro-16-iso-tetrahydrosolasodine,CC1CCC(N(C1)Cl)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,7.2777386,52.75473293774454,active
N-Nitroso-dihydro-tomatidine,CC1CCC(N(C1)N=O)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,7.00968,97.79580044690596,active
"(3R,5R,8R,9S,10S,13S,14S,17R)-17-(1-hydroxyethyl)-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthrene-3,17-diol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"5beta-Pregnan-3alpha,17alpha,20alpha,21-tetraol, 3,20,21-tris(trimethylsilyl) ether",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O)C)O[Si](C)(C)C,3.9296558,117582.91150273135,inactive
Marsdekoiside A,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(C)O)O)O)C)OC(=O)C=CC8=CC=CC=C8)O)C)C)C)O)OC)O,6.6731267,212.26251342712115,active
beta-Allocortol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
alpha-Allocortol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
beta-Allocortolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O,4.599513,25147.0442562381,inactive
alpha-Allocortolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O,4.599513,25147.0442562381,inactive
"3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O)O,4.613358,24358.019803089413,inactive
Hydrallostane 21-acetate,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)O)C)O,3.9741013,106144.7931364248,inactive
"3alpha,12alpha-Diacetoxypregnan-20-one",CC(=O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C,4.916473,12120.682865168585,inactive
hookerianamide I,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C(=O)C5=CC=CC=C5)C)C)NC,4.747554,17883.238749571876,inactive
"3,21-Bis[(trimethylsilyl)oxy]pregnan-20-one",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.444386,35942.97283031191,inactive
17-Deoxycortolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(CO)O)C)O,4.5235906,29950.869528572683,inactive
"11-Oxopregnane-3,17,20-triol",CC(C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O)O,4.5779104,26429.53831538944,inactive
"4-Aza-4-methylpregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)N4C)C)C,4.410288,38878.7365333986,inactive
"(5R,8R,9S,10S,13S,14S,17S)-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)CO)C,4.152616,70369.42072747265,inactive
"(E,3R,5R)-N-methoxy-17-[(Z)-N-methoxy-C-(trimethylsilyloxymethyl)carbonimidoyl]-10,13-dimethyl-3-trimethylsilyloxy-1,2,3,4,5,6,7,8,9,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-11-imine",CC12CCC(CC1CCC3C2C(=NOC)CC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.231357,58700.64893224317,inactive
Saligcinnamide,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C(=O)C=CC5=CC=CC=C5)C)C)N(C)C,3.7078495,195952.3595756387,inactive
"6beta-Methoxy-22-iodo-23,24-dinor-3alpha,5-cyclo-5alpha-cholane",CC(CI)C1CCC2C1(CCC3C2CC(C45C3(CCC4C5)C)OC)C,3.6569998,220292.7343468085,inactive
"5alpha-Androstane, 17-ethyl-1,3-dihydroxy-, (1beta,3beta)-",CCC1CCC2C1(CCC3C2CCC4C3(C(CC(C4)O)O)C)C,4.4309754,37070.16873428759,inactive
Viscosalactone B,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)CC(C6O)O)C)O5)C)CO,5.578909,2636.884332025131,intermediate
"Pregnan-20-one, 3,17-dihydroxy-, (3alpha,5alpha)-",CC(=O)C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.026835,94008.04805192148,inactive
Allotetrahydrocortisone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,4.332946,46457.32250790681,inactive
"(8S,9S,10R,11S,13S,14S,17S)-11,17-dihydroxy-10,13-dimethyl-17-prop-1-ynyl-9,11,12,14,15,16-hexahydro-8H-cyclopenta[a]phenanthren-3-one",CC#CC1(CCC2C1(CC(C3C2C=CC4=CC(=O)C=CC34C)O)C)O,4.8948655,12738.975053780789,inactive
Drevogenin II,CC(C1(CCC2(C1(C(CC3C2CCC4C3(CCC(C4)O)C)OC(=O)C)C)O)O)OC(=O)C5=CC=CC=C5,4.9540563,11115.877114583946,inactive
"(1R,3S,5R,8S,9S,10S,13S,14S,17R)-1,3,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-one",CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4C3(C(CC(C4)O)O)C,4.332946,46457.32250790681,inactive
11-Keto-pregnanediol,CC(C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
"3,6,17,21-Tetrahydroxypregnane-11,20-dione",CC12CCC(CC1C(CC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O)O,4.332946,46457.32250790681,inactive
"(5R,8S,9S,10S,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-3,11-dione",CC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C)O,3.9192283,120440.2600757491,inactive
"17-Hydroxy-3,20-dioxopregnan-21-yl acetate",CC(=O)OCC(=O)C1(CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O,3.7347922,184165.284174146,inactive
"(5r,8r,9r,10s,13s,14s,17s)-13-Methyltetradecahydro-3'h-spiro[cyclopenta[a]phenanthrene-17,2'-furan]-3,5'(2h,4'h)-dione",CC12CCC3C(C1CCC24CCC(=O)O4)CCC5C3CCC(=O)C5,3.4918144,322244.58268252364,inactive
"Cholestan-22(26)-epoxy-3,16-diol",CC1CCC(OC1)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,5.311904,4876.363214478371,intermediate
"(3alpha)-3,17,21-Trihydroxypregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,4.332946,46457.32250790681,inactive
"(8S,9S,10S,13S,14S)-17-(2-hydroxyacetyl)-10,13-dimethyl-2,4,5,6,7,8,9,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C,4.152616,70369.42072747265,inactive
"(3R)-17-(1-hydroxyethyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
"1,3-Dibromo-6-chloro-9-phenanthrenecarboxylic acid",C[Si](C)(C)OCC1C(C(C(C(O1)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C,3.8685644,135342.94824353358,inactive
"Pregnan-20-one, 3,17-dihydroxy-, (3alpha)-",CC(=O)C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.026835,94008.04805192148,inactive
7eta-Hydoxy-tetrahydrosolasodine,CC1CCC(NC1)C(C)C2C(CC3C2(CCC4C3C(CC5C4(CCC(C5)O)C)O)C)O,5.1869454,6502.113730622139,intermediate
"Cholestan-22(26)-epoxy-3,16-dione",CC1CCC(OC1)C(C)C2C(=O)CC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C,4.4217567,37865.46161246315,inactive
"3-beta,14,21-Trihydroxy-5-beta,14-beta-pregnan-20-one 3-acetate 21-chloroacetate",CC(=O)OC1CCC2(C(C1)CCC3C2CCC4(C3(CCC4C(=O)COC(=O)CCl)O)C)C,4.4469557,35730.92992126251,inactive
5alpha-Dihydrocorticosterone,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,4.215117,60937.27399220762,inactive
3alpha-Hydroxy-5alpha-pregnan-20-one sulfate,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C,4.9345503,11626.519240766822,inactive
"[(3S,5S,8R,9S,10S,13S,14S,16R,17R)-17-acetyl-17-hydroxy-10,13,16-trimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-yl] acetate",CC1CC2C3CCC4CC(CCC4(C3CCC2(C1(C(=O)C)O)C)C)OC(=O)C,4.9526305,11152.429335653189,inactive
Tetrahydrocortexolone,CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C)O,4.0936365,80605.27931513985,inactive
"5-Beta-pregnan-3-alpha,11-alpha,17,20-alpha-tetrol",CC(C1(CCC2C1(CC(C3C2CCC4C3(CCC(C4)O)C)O)C)O)O,4.5779104,26429.53831538944,inactive
"5beta-Pregnan-3alpha,17alpha,20alpha,21-tetraol, 3,17,21-tris(trimethylsilyl) ether",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(CO[Si](C)(C)C)O)O[Si](C)(C)C)C)O[Si](C)(C)C,4.4288616,37251.03826515873,inactive
"N-Acetyl-3,16-diketo-dihydro-tomatidine semicarbazone",CC1CCC(N(C1)C(=O)C)C(C)C2C(=NNC(=O)N)CC3C2(CCC4C3CCC5C4(CCC(=NNC(=O)N)C5)C)C,6.5892973,257.4558149765343,active
"(E,3R,5R,17R)-N-methoxy-17-[(E)-N-methoxy-C-(trimethylsilyloxymethyl)carbonimidoyl]-10,13-dimethyl-3,17-bis(trimethylsilyloxy)-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-imine",CC12CCC(CC1CCC3C2C(=NOC)CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,3.7480633,178622.71003159747,inactive
"(E)-1-[(3R,5S,11S,17R)-10,13-dimethyl-3,11,17-tris(trimethylsilyloxy)-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-yl]-N-methoxy-2-trimethylsilyloxyethanimine",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C,3.9238842,119155.9810324893,inactive
