canonical_smiles,standard_value,pIC50
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N1CCSCC1,9.7,8.01
O[C@@H]1CC(CC2c3ccc(F)cc3-c3cc(Cl)cc(Cl)c23)OC(=O)C1,85.0,7.07
O[C@@H]1C[C@@H](CCn2c(ccc2C(F)(F)F)-c2ccc(F)cc2)OC(=O)C1,250.0,6.6
CC(C)c1c(C(=O)NCC2CCCCC2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,17.0,7.77
Cn1nnnc1\C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(/c1ccccc1)c1ccc(F)cc1,44.0,7.36
Cc1ccc(C)c(-c2ccc(Cl)c(Cl)c2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,13.0,7.89
CC(CC(=O)O)CC(=O)c1ccc(Oc2ccccc2)cc1,290000.0,3.54
CC(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,3.0,8.52
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@H](CC(OC(C)(C)C)O1)OCc1ccccc1)-c1ccccc1,3.0,8.52
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N1CCc2ccccc2C1,8.4,8.08
CCOC(=O)c1c(-c2ccccc2)c(-c2ccccc2)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c1C,4000.0,5.4
CCCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C/C,15.0,7.82
COc1ccc(-n2nc(C(C)C)c(CC[C@H]3C[C@H](O)CC(=O)O3)c2-c2ccc(F)cc2)cc1,39.0,7.41
O[C@H](C[C@H](O)\C=C\c1c2CCCC(C3CCCCC3)c2nn1-c1ccc(F)cc1)CC([O-])=O,8500.0,5.07
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1ccccc1F,510.0,6.29
Cc1cc(C)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(F)c(CO)c2)c1,49.0,7.31
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccccc2F)c1.[Na+],820.0,6.09
CC(C)=Cc1c(-c2ccccc2)sc(C(C)C)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1000.0,6.0
COc1cccc(CN(C)C(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1,21.0,7.68
CC(C)c1sc(C2CCCC2)c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,570.0,6.24
C[C@@H]1C[C@H](OCC=C)[C@@H]2[C@@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,370.0,6.43
CC(C)c1cc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],17.0,7.77
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccc(Cl)cc1,21.0,7.68
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1cccc(c1)C(N)=O,18.0,7.74
CCCc1c(nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(=O)NCc1ccccc1,26.0,7.59
CCCC1CCCc2c1nn(c2\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,3400.0,5.47
O=C1C[C@H](O)C[C@@H](CCn2c(-c3ccc(F)cc3)ccc2C(F)(F)F)O1,250.0,6.6
CC(C)(C)n1nnc(n1)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccc(F)cc1)c1ccc(F)cc1,3700.0,5.43
CO[C@@H]1CC(=O)O[C@@H](CCc2c(C(C)C)nn(-c3ccccc3)c2-c2ccc(F)cc2)C1,3160.0,5.5
O[C@H](C[C@H](O)C=CC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnn[nH]1)CC([O-])=O,330.0,6.48
Cc1ccc(C2CC3C=CC2C3)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1400.0,5.85
Cc1cc(Cl)c(CCC2C[C@@H](O)CC(=O)O2)c2cc(Cl)ccc12,130.0,6.89
Cc1cc(ccc1F)C(=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1nnnn1C)c1ccc(F)c(C)c1,160.0,6.8
CC(C)c1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C1CCCCC1.[Na+],69.0,7.16
Cc1nc2ccc(Cl)cc2c(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,720.0,6.14
CCC(CC)(c1ccccc1)c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)-c1ccccc1,850.0,6.07
CC(C)c1c(S(=O)(=O)N2CCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.8,8.74
COc1ccc(CNC(=O)c2nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2C(C)C)-c2ccc(F)cc2)cc1,2.8,8.55
O[C@@H]1C[C@@H](CCc2ccc(Cl)cc2Cl)OC(=O)C1,15200.0,4.82
COc1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1OC.[Na+],320.0,6.49
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1cccc(C)c1)-c1ccc(F)cc1,4.9,8.31
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(Cl)c1)-c1ccc(F)cc1,8.3,8.08
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)c1nnnn1C,0.5,9.3
O[C@@H]1CC(CCc2cccc3ccccc23)OC(=O)C1,81000.0,4.09
Cc1c(OCC(O)C[C@@H](O)CC([O-])=O)c(nc2ccccc12)-c1ccc(F)cc1,1000.0,6.0
Cc1cc(Cl)cc(CCCOc2ccc(Cl)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],50.0,7.3
Cc1ccc(-c2ccc(F)cc2)n1-c1ccc(cc1)[C@@H]1C[C@@H](O)CC(=O)O1,20000.0,4.7
Cc1cc(C)c(OCC(O)C[C@@H](O)CC([O-])=O)c(c1)C(C1CCCCC1)c1ccc(F)cc1,95.0,7.02
C\C=C/[C@@H]1C[C@H](OC(C)=O)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,1500.0,5.82
Cc1cc(F)ccc1-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,36.0,7.44
N#CC(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],8000.0,5.1
CC(C)c1ccc(Sc2ccc3c(Sc4ccc(cc4)C(C)C)c(\C=C\[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2)cc1,15800.0,4.8
Cc1cccc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,16.0,7.8
C/C=C/[C@]1(C)C[C@H](OC(=O)C(C)(C)CC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,5.0,8.3
COc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1.[Na+],1.2,8.92
COc1cccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1.[Na+],35.0,7.46
C[C@@H]1C[C@H](OC(=O)C23CC4CC(CC(C4)C2)C3)C2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,3.8,8.42
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2OCc2ccc(C(F)(F)F)cc2)O1,13000.0,4.89
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1ccc(Br)c2ccccc12,4000.0,5.4
CC(C)c1c(C(=O)N(C)Cc2ccc(F)cc2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.0,8.15
CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],500.0,6.3
CCCOC1C[C@H](O)C[C@@H](CCn2c(-c3ccc(F)cc3)c(-c3ccccc3)c(C(=O)Nc3ccccc3)c2C(C)C)O1,1.0,9.0
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1ccccc1-c1ccccc1,3000.0,5.52
Cc1nc(C)c(/C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(Cl)cc2)n1,1000.0,6.0
CC(C)c1c(C(=O)NCc2ccccn2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,25.0,7.6
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccc(F)cc2)c1-c1cccc(Cl)c1,71.0,7.15
CCCCCCCCCCCCCCCCC(O)(CC(=O)O)CC(=O)O,100000.0,4.0
Cc1ccc(COc2cc(Cl)cc(Cl)c2\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)cc1,4900.0,5.31
CCCCNC(=O)c1nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c1C(C)C)-c1ccc(F)cc1,76.0,7.12
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(Oc2c(F)cc(F)cc2F)O1)N(C)S(C)(=O)=O,1.0,9.0
[Na+].CC(C)c1nc2ccc(Cl)cc2c(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,480.0,6.32
CC/C=C/[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,15.0,7.82
Cc1ccc(C)c(-c2cc(-c3ccc(F)cc3)c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(C(C)C)n2)c1,5.0,8.3
COc1ccccc1CNC(=O)c1nc(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C1CC1.[Na+],7.0,8.15
COC(=O)C[C@H](O)C[C@H](O)\C=C\n1c(cc(c1-c1ccc(F)cc1)-c1ccncc1)C(C)C,5.0,8.3
Cc1ccccc1CNC(=O)c1nc(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1C1CC1,4.9,8.31
CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+],380.0,6.42
CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],6.0,8.22
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1cccs1,600.0,6.22
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)[C@@H](O)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,40.8,7.39
Cc1ccc(-c2ccc(cc2)-c2ccccc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,23000.0,4.64
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2OCc2ccccc2F)O1,150.0,6.82
O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],950.0,6.02
CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,19.0,7.72
COc1ccc(cc1)-c1ccc(C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,12000.0,4.92
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1cccc2cccc(Br)c12,4120.0,5.39
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2-c2ccccc2)O1,100.0,7.0
CC(C)c1c(S(=O)(=O)N2CCCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.6,8.59
CCOC(=O)c1c(C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1-c1ccccc1)-c1ccccc1,4000.0,5.4
Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(Cl)c(Cl)c1,8.0,8.1
C/C=C\[C@@H]1C[C@H](OC(=O)C(C)(C)CCC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,15.0,7.82
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1cnc2c(F)c(F)c(F)cc2c1Sc1ccc(F)cc1,7930.0,5.1
O=C1C[C@H](O)CC(CCc2ccccc2-c2ccccc2)O1,44000.0,4.36
CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)N1CCCC1c1ccccc1,14.0,7.85
CC(C)c1ccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4ccc(C(C)C)cc4)c3cc2F)cc1,10600.0,4.97
CC(C)c1cc(cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC([O-])=O)C(C)(C)C,400.0,6.4
